Problem_Name,Id,Parent_Id,Text,Date,Up_Votes,Username,Parent_Up_Votes,Parent_Date,Parent_Text
"design-a-stack-with-increment-operation
",9,7,"good luck, bro","Sep 30, 2024",0,MaxTrustis,55,"Sep 30, 2024",Today is my sessional exam but not prepared 😭
"generate-a-string-with-characters-that-have-odd-counts
",5,2,oh my god hahahahaahhaha,"Dec 03, 2023",0,Mouli_ch,61,"Dec 23, 2020","If interviewer give you such question, I think you could quite the interview directly. because this company will collapse in some day!"
"island-perimeter
",82,81,I think you forgot a boundary += 4 somewhere.,"Apr 18, 2024",0,psionl0,3,"Mar 22, 2023","Here is the hint...
If the current cell value is 1. Check for all four direction and just check for the edge cases i.e, out of boundary
if(grid[i][j]==1){
if(i>0 && grid[i-1][j]==1) boundary--;
if(i<row-1 && grid[i+1][j]==1) boundary--;
if(j>0 && grid[i][j-1]==1) boundary--;
if(j<col-1 && grid[i][j+1]==1) boundary--;
}"
"delete-duplicate-emails
",247,246,"Please read carefully the statement in the description: Delete all the duplicate emails, keeping only one unique email with the smallest id.
For SQL users, please note that you are supposed to write a DELETE statement and not a SELECT one.","Jul 25, 2023",0,0x49D1,0,"Jul 25, 2023","why its not working: SELECT DISTINCT id, email from Person;"
"final-prices-with-a-special-discount-in-a-shop
",37,36,"you donot have to find the smallest element but have to find the smallest ""closest"" element","Aug 02, 2024",0,akhil_767,0,"Jan 29, 2024","Input: prices = [8,4,6,2,3]
Output: [4,2,4,2,3]Shouldn't the ans[0] be 2 since 2 > 0 and 6 <= 8. Wouldn't this solution be better than Example 1?"
"binary-tree-tilt
",16,15,That's the tilt for the root node. You need to compute the tilts for all nodes and return the sum of all of these tilts.,"Feb 22, 2023",1,deleted_user,2,"Jan 30, 2019",So when this tree is visualized it looks like
"integer-break
",29,27,Splits will be n/x,"Oct 06, 2023",5,V1j1g15hu21,8,"Oct 06, 2023","Tips:-We need to split any number into some specific smaller number to get maximum product.Say we have a number n, we split it into only x's. So there will be total (x/n) splits.The product will be, p = x^(x/n).To get the maximum of p, we need dp/dx then equate it to 0."
"longest-turbulent-subarray
",25,24,Because we need to find the subarray not the subsequence.,"Jul 03, 2024",0,bhanunegi420,0,"May 26, 2024","Input: arr = [9,4,2,10,7,8,8,1,9]
Output: 5
Explanation: arr[1] > arr[2] < arr[3] > arr[4] < arr[5]
why the output is not [9,4,9,8,10,1,2] length = 7 ."
"binary-search-tree-iterator
",34,33,It is unbelievable that the only meaningful message is situated the third page only.,"Sep 28, 2024",0,andreysolovyev_ssd,2,"Jul 20, 2024","If you store all values into a stack or a list, it would require O(N) extra space. Try Morris traversal method and use node.right as the next node."
"create-hello-world-function
",32,30,"bro not console.log it directly return
joke or what idk","Jul 04, 2024",1,Pratikkale26,18,"Nov 20, 2023",been on this for 3 hours now
"repeated-substring-pattern
",119,117,"Impossible, all valid testcases have to be at least size 1.","Aug 27, 2023",0,andykimchris,0,"Aug 26, 2023",I am getting a timelimit exeeded error on last testcase 129 and the intersting thing is the input is empty. can anyone tell me what to do?
"actors-and-directors-who-cooperated-at-least-three-times
",48,46,runtime error,"Dec 28, 2022",0,Apica_Sharma,0,"Dec 28, 2022","select actor_id, director_id
from ActorDirector group by 1,2
having count(*)>=3"
"minimum-time-to-make-rope-colorful
",60,59,yeah bro even I thought why we need dp here they should try to keep things as simple as possible,"Dec 27, 2023",0,Ashish_4k,1,"Dec 27, 2023",tf is dp in the problem tags?????
"remove-element
",470,469,"Great!
Now lets read the rules together.","Aug 26, 2023",0,georgezakharov,0,"Aug 26, 2023","class Solution {
public:
int removeElement(vector& nums, int val) {"
"power-of-three
",2,1,@mikocot You write another program (in something like python) to write the code for you. ;),"Nov 10, 2024",0,stirfoo,180,"Aug 03, 2023",I was going through the the submissions and I found this hilarious :)))
"find-in-mountain-array
",257,256,i did that first and i made many calls to MuntainArray.get(). finding peak is the best way i suppose,"Oct 12, 2023",0,crm2704,0,"May 18, 2023","Can I just find the middle element and then perform binary search in the ascending half? If element is not present in the ascending half, then I will perform binary search in descending half. If not present in both, return -1.Why are people solving by finding the peak element? Can I solve it with my approach? Thanks in advance"
"minimum-increment-operations-to-make-array-beautiful
",24,23,You haven't returned dp[n] in the fourth statment of your code.,"Oct 30, 2023",0,Chakit_Bhandari,0,"Oct 30, 2023","I don't know why am I getting TLE if I do recursion + memoization from the end and when I start it from front of array it worked. Please check if I am missing something in this code:`class Solution {
public:"
"diagonal-traverse-ii
",27,25,"Because u are traversing each element one time and total element are N , Time complexity will be O(n).","Nov 22, 2023",1,Bharat_2110301,6,"Nov 22, 2023","Can someone please explain :Why is the complexity of this part O(N) not O(N^2) Please🙏 I am so confused
My whole life has turned upside down ⬆️⬇️
I feel I have been betrayed 😠😒😡🥹🥹🤬"
"rearrange-spaces-between-words
",3,1,passed it on 2nd attempt,"Feb 05, 2024",0,brahmp98,10,"Dec 07, 2022",Why this question is marked as easy ? (-_-)
"find-mode-in-binary-search-tree
",112,110,returned array doesn't count as extra space.,"Nov 01, 2023",0,neks,0,"Nov 01, 2023","""Could you do that without using any extra space?"" No, because the return value requires initializing a new array."
"maximum-points-after-collecting-coins-from-all-nodes
",17,12,Not divide by 2. Add another parameter that stores how many times the second operation is used in the current subtree. Second operation divides all coins in the subtree by 2. If second operation is executed twice then some of the nodes will have their coins divided by 4.,"Oct 29, 2023",0,gautamsw5,0,"Oct 29, 2023","Can someone tell me why this code isn't valid? It fails on this testcase:
edges = [[0,1],[2,1],[3,0],[3,4],[5,0],[6,4],[7,1],[6,8],[9,5]]
coins = [9,0,9,6,7,6,5,7,1,10]
k = 7
Output: 15
Expected: 14"
"evaluate-reverse-polish-notation
",107,106,stack concept itself is a medium level. so most of the questions tagged will be medium. Same goes with trees🌲and graphs 📈 basic questions.,"Jan 30, 2024",0,jangbahadur,0,"Jan 30, 2024","Why is this medium question?
Just a simple stack implementation.
It should be tagged as easy."
"monthly-transactions-i
",38,37,"As others have pointed out, you can use the month reference in the group by statement instead. Saves one duplication.","Jul 12, 2024",0,davidzwa,1,"Jun 18, 2024","Select DATE_FORMAT(trans_date,""%Y-%m"") as month,country,
count(*) as trans_count,
sum(case when state='approved' then 1 else 0 end ) as approved_count,
sum(amount) as trans_total_amount,
sum(case when state='approved' then amount else 0 end ) as approved_total_amount
from Transactions
group by DATE_FORMAT(trans_date,""%Y-%m""),Country"
"minimum-amount-of-time-to-fill-cups
",23,21,well using the sort function makes the time nlogn,"Aug 15, 2024",0,e4_c5_c3-1-0,0,"Apr 14, 2023","I don't get why most solution use brute force... It's 2 simple steps. Here's mine, beating 100% in time and memory (O(1) in both). Leave a star if it's helpful.
https://leetcode.com/problems/minimum-amount-of-time-to-fill-cups/solutions/3416051/fully-explained-o-1-o-1-beats-100/"
"shortest-path-in-binary-matrix
",19,15,The length of a clear path is the number of visited cells of this path. So you are visiting two cells hence answer is 2,"Jun 18, 2023",0,himral_garg_235,16,"Jun 30, 2019","[[0,1],[1,0]] my output is 1 because we can reach diagonally in one step
why it is 2"
"count-the-number-of-fair-pairs
",230,229,same boat.,"Nov 13, 2024",0,RedGreenPanda,0,"Nov 13, 2024",Use Binary Search o.w. TLE on 47/54
"shortest-subarray-with-or-at-least-k-ii
",56,55,same... this one is really tricky with super long windows.,"Nov 10, 2024",0,okraus42,6,"Nov 10, 2024",This Still hurts me
"string-to-integer-atoi
",371,370,"This problem doesn't really have edge cases. The description gives you a precise algorithm to implement. If some tests cases fail, don't try to fix them one by one. Read the algorithm again and find where you made the mistake in the implementation.","Feb 15, 2024",2,FXCastells,0,"Feb 15, 2024","I would give this problem a big thumb down. After wasting more than an hour, still it has hidden multiple edge cases. WTF!
Could have used this time to solve other better problems. Please don't waste your time on this."
"number-of-dice-rolls-with-target-sum
",159,158,Me fr,"Dec 26, 2023",0,amanguptaeg7890,0,"Dec 26, 2023","Who is going to play with 30, 30 faced dices."
"find-all-duplicates-in-an-array
",71,68,no need of using count,"Feb 22, 2024",0,aaditya_981100,7,"Jan 24, 2021",
"find-the-minimum-area-to-cover-all-ones-ii
",29,24,it was the last problem,"Jun 23, 2024",6,shubhamt45054,0,"Jun 23, 2024",Spent an hour to solve this later realizing I couldn't optimize it. One advice move on to next problem.
"lemonade-change
",27,25,Thanks Man. It worked,"Aug 15, 2024",0,deepc8994,56,"May 01, 2024","Hint:In this problem (and in real life situations too, if you are making cash transaction regularly). always use largest denomination money first for giving the change. If you don't have it, keep going one denomination level lower, until you have one."
"running-sum-of-1d-array
",47,45,"this way is not good. it changes the input array ""nums"", and makes the meaning of ""runningSum"" different.","Jan 06, 2024",0,LucasLin126,3,"Nov 13, 2022","For C, you can do it in place without having to malloc the new array."
"sort-integers-by-the-number-of-1-bits
",22,21,"@WaI2k2 fr man, this is definitely hardtober","Oct 30, 2023",0,subhajitrajak,3,"Oct 30, 2023",After HARD work they finally let us rest in EASY.
"valid-anagram
",190,189,"@Uttam In the last loop, you're only checking characters from s against their counts in t. If t contains characters not present in s, it won't catch that.","Oct 21, 2024",0,ejini6969,0,"Jan 30, 2024","class Solution {
public boolean isAnagram(String s, String t) {
if (s.length() != t.length())
return false;"
"greatest-common-divisor-of-strings
",6,1,"@TheFuriousSnail It's easy to misunderstand what ""greatest common divisor"" means if you're math is rusty. It would've been better worded with something like, ""What's the smallest repeating set of characters?"" LeetCode would be more helpful if the questions were written in laymen terms with real world problems instead of this weird CS major terminology.","Sep 22, 2023",15,corysimmons,725,"Dec 03, 2022",Problem is poorly stated
"sliding-puzzle
",227,226,@jsun303 dude why do we both have the same profile pic lol!! Kaori for the win,"Nov 07, 2024",1,marcApollo,0,"Apr 16, 2024","d*mn, I'm so stupid"
"snapshot-array
",100,99,"upper_bound() for pair(x, y) will return an iterator pointing to the position of pair
(i) whose first value is equal to x and second value is greater than y.
or
(ii) whose first value is greater than x.","Jun 11, 2023",0,vivekpande0512,0,"Jun 11, 2023","Why INT_MAX is used in target pair of upper_bound function ?How upper bound will compare and return?auto it = upper_bound(historyRecords[index].begin(), historyRecords[index].end(), make_pair(snap_id, INT_MAX));"
"maximum-69-number
",11,9,lol true,"Nov 07, 2022",1,raunak51299,78,"Nov 07, 2022","Not sure about NNN streak, but guys let's not break lc daily challenge streak"
"maximum-number-of-coins-you-can-get
",7,6,"let's say there is a distribution for {9,8,3}, {7,6,2}, {5,4,1} now the alice will take 9,7,5 and you will take the second largest which will comes out to be 8,6,4 which is equal to 18. So the answer to this is choose the smallest to give it to the bob and doing so will boost your profit.",10 hours ago,0,Vedant_Tiwari,35,"Dec 26, 2022","I don't understand why for this test case: [9,8,7,6,5,1,2,3,4], the expected output is 18 and not 15?
When ordered:
[1,2,3,4,5,6,7,8,9]
The coins the second person is choosing would be 2, 5 and 8 which = 15?"
"strong-password-checker
",37,34,"Your solutions leaves:
bbaaaaaaaAaa1acccc. which still leaves a ton of repeats: I would solve it as such:","Dec 12, 2022",5,OchEric,2,"Oct 06, 2022","""bbaaaaaaaaaaaaaaacccccc""
can be fixed by:bb | no change
aaa #1 | delete a character
aaa #2 | delete a character
aaa #3 | delete a character
aaa #4 | capitalize a character
aaa #5 | replace character with number
ccc #6 | delete a character
ccc #7 | delete a character"
"design-neighbor-sum-service
",21,20,watch any Leetcode guide tutorial about how to use this on Youtube.,"Aug 10, 2024",0,BlackPearl7703,0,"Aug 06, 2024",Hi i'm new i can't find a space where i can write my solution please help me i wanna solve it but can't find where
"path-with-maximum-probability
",238,236,"Best time to do this was yesterday, and guess what the second best time to do it is today...🙂","May 21, 2024",2,Joy1654,1,"Jun 28, 2023",I just wish that I should have spend more time on leetcode during college. I just can't figure out problems without looking at solutions.
"dota2-senate
",81,79,,"Aug 14, 2024",2,AlexanderPershin,3,"Nov 21, 2022","for those confused by how ""DDRRR"" is a D victory,
In the first round the 2 Ds get to go first and eliminate 2 of the Rs,
but the last R has yet to go, so it's equivalent to ""RDD"" which is a win for D"
"longest-uncommon-subsequence-i
",10,9,You are a hero,"Oct 28, 2024",0,strobobrain,32,"May 17, 2023","Wow, what a stupid way to ask if both strings are equal. If not, return the longer length."
"reverse-string-ii
",11,9,"basically u r supposed to reverse k elements from starting and then skip k , and swap next k .. and so on Happy Coding","Aug 03, 2024",1,Aryan22122,81,"Feb 21, 2023",Is it me or you also didn't understand the Q's
"teemo-attacking
",6,1,tf is wrong with you mate?,"Jan 30, 2023",9,satyam_rai15,34,"Sep 29, 2020",this is greatest leetcode question #1 ever xDI will wear Teemo hat I bought at the 2016 LCS in Los Angeles while doing this problem ^^
"count-all-possible-routes
",82,80,"@marcus121 ah i get it. so you save some time if your fuel is less than d if d is the maximun distance between cities. but if your starting fuel is much larger than d you are not actually saving much time becasue you still need to go over the whole loop most of the time.
So, does the sorting and the O(1) to O(log n) increase of indexing time really worth the trade off?","Jun 25, 2023",0,Kaltu,0,"Jun 25, 2023","The leetcode proposed solution has O(n^2 * fuel) time complexity, where n = len(locations). However, sorting the locations array should decrease that."
"maximum-difference-between-node-and-ancestor
",51,49,"@bhuppidhamii just use stack and store (node, min, max)","Jan 11, 2024",0,phamtuan199911,5,"Dec 09, 2022",An interesting variation would be to solve without using recursion.
"take-k-of-each-character-from-left-and-right
",217,215,"In the first test case k=2, you gotta remove a character from left or right, so that a,b and c's occurance is >= 2. First they remove 2a's and 1b from left (3 steps). Now the count is a =2, b = 1, c =0 and string is 'aaaacaabc'.","Nov 20, 2024",1,s0m3_1,0,"Nov 20, 2024",am i the only one who cant understand the problem like what they are asking....??????
"to-be-or-not-to-be
",149,148,"This looks correct to me. Note, if you've not done error handling in js before it's expected to see an error message in the console for your second statement expect(5).notToBe(5); because expecting 5 not to equal 5 is an (expected) error.","Feb 18, 2024",0,akthrow,0,"Feb 11, 2024","var expect = function(val) {
return {
toBe: (val2) => {
if (val === val2) return true;
else throw new Error(""Not Equal"");
},
notToBe: (val2) => {
if (val !== val2) return true;
else throw new Error(""Equal"");
}
}
};"
"diameter-of-binary-tree
",79,77,i just started trees yesterday so its very usefull for me,"Feb 27, 2024",1,Ajay019,3,"Feb 27, 2024",confirmed tree week guys.
"minimum-common-value
",14,12,@IamHazra This is not luck. This is what happens when you study in a boys only school X_X,"Mar 09, 2024",0,Zag495,38,"Mar 09, 2024","A Friendly Tips -
Don't use HashSet:- It's not optimal
Brute Force:- TLE
Use 2 Pointer:- Imagine nums1 as your Crush and nums2 as You, embarking on your journey together. When your Crush finds something common with You, she will respond by saying, 'You deserve better.'Another Tips : use this to get a better run time-
if (nums1[nums1.length-1] < nums2[0] || nums2[nums2.length-1] < nums1[0]) return -1; //In Java"
"best-team-with-no-conflicts
",28,25,"I did the same thing basically except the reverse (min age and go on scores highest -> lowest), got time limit exceeded...","Jan 31, 2023",2,dev-null0,9,"Jan 31, 2023","You can treat it as yet another ""take - don't take"" DP. The DP parameters can be the current index and the current maximum age considered. You should of course sort it before doing the DP."
"sort-integers-by-the-number-of-1-bits
",89,88,@psionl0 kinda annoying,"Oct 30, 2023",1,shivasaineelam,-1,"Nov 06, 2022",https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits/solutions/2329760/google-netflix-interview-optimized-code/
"maximum-swap
",106,105,"it is easy try two pointers concept you will get the answer and pass all test cases
i think you got 9193 answer
expected answer is 9913
you will have to interchange digits once and get max value
try to interchange 0th index and 2nd index
you will get the answer correctly
to solve this run second loop from right to left","Oct 17, 2024",0,Sai_govinda,1,"Feb 20, 2023","Can someone tell me why inputting 1993 into the maximumSwap expects the output as9913,I do not get it from the example 2`
Input: num = 9973
Output: 9973
Explanation: No swap."
"kth-distinct-string-in-an-array
",154,153,"Because you are counting strings that appear an odd number of times, not just those that appear one time.","Aug 05, 2024",0,amproulx,0,"Oct 03, 2023","why is my code not working?class Solution {
public String kthDistinct(String[] arr, int k) {
LinkedList ok = new LinkedList<>();
int i;
for(String s :arr)
{
if(!ok.contains(s))
{
ok.add(s);
}
else
{
ok.remove(s);
}
}
if(k>ok.size())
return """";
return ok.get(k-1);
}
}"
"find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
",5,4,I have to change my system theme to light to see the picture.,"Jul 26, 2024",0,renjuashokan,219,"Feb 15, 2024",Images background should be white. In dark theme it's not look properly.
"split-linked-list-in-parts
",187,186,You need to traverse to know,"Sep 08, 2024",0,JCeccarelli,0,"Feb 01, 2024",but we aren't even given the number of nodes. how are we supposed to know the total without actually trasversing?
"swapping-nodes-in-a-linked-list
",103,102,It's gonna be a good week to earn points them LOL,"May 15, 2023",0,rayrogar,0,"May 15, 2023",This week gonna be a Link list week. Lol
"number-of-provinces
",41,39,"It's the adjacency Matrix form of a graph..[1,1,0] means node 1 is connected with node 2","Jan 10, 2023",2,deleted_user,8,"Nov 13, 2018","I just don't understand the question at all. Does it form a friend circle if they are direct friends or indrect (or either) ?In case of
[[1,1,0],
[1,1,0],
[0,0,1]]How does 2nd student themself form a circle without another friend ?Someone please enlighten me"
"divide-array-into-arrays-with-max-difference
",98,95,The 2nd sentence says,"Feb 01, 2024",0,aitachii,1,"Feb 01, 2024","With nums = [1,3,3,2,7,3], k = 3, why can't we return [1, 2, 3] [3, 3] [7]? Why does it say it's not possible to divide the array satisfying all conditions?"
"find-eventual-safe-states
",42,41,to reverse the graph,"May 02, 2024",1,QuantumMIT,2,"Jul 12, 2023",Most of the solution in solutions tab are creating adj list again even though they have already given us the adj list XD
"minimize-the-maximum-difference-of-pairs
",56,53,@r_y_s ok got it thx buddy,"Apr 10, 2023",0,Mek_san,5,"Apr 10, 2023","nums = [8,9,1,5,4,3,6,4,3,7]
p =4
my o/p is 2
expected is 1
can anyone explain how?"
"sum-of-left-leaves
",83,81,I'm guessing that an interviewer wouldn't jump up and down with joy if you do that. Modifying an input is far less acceptable outside of leetCode (although returning a modified input is sometimes acceptable).,"Apr 15, 2024",1,psionl0,0,"Apr 14, 2024","Anyone Tried it by calculating height of each node? coz I did
is that ok to modify TreeNode object to add height variable in that object if this question comes in interview?"
"count-and-say
",19,17,you look like geek,"Sep 08, 2023",0,DamianIvanochko,8,"Sep 07, 2023",Count and...
"check-if-point-is-reachable
",12,11,gcd gives the final result that you would get after successive subtraction.,"Jan 24, 2023",0,quorarowdy,1,"Jan 21, 2023","Can anyone explain the logic behind the solutions? If we try moving from target to (1, 1) won't both operations be reversed. I see people reversing the first operation, but still using the gcd for the subtraction part."
"longest-subarray-of-1s-after-deleting-one-element
",115,114,oh nvm,"Sep 11, 2023",0,mkaradeniz,0,"Sep 11, 2023",it says 'you should delete one element from it.' but there are cases without 0's.
"valid-palindrome-ii
",46,43,brother it is O(n^2) solution,"Aug 14, 2023",12,iamsagarmaheta,2,"Mar 01, 2023","Any reason why this soulution gets timeout? For me it looks like its O(n) time, but it fails at one case' `class Solution {"
"distribute-coins-in-binary-tree
",49,48,"""Acceptance rate is high bcz No one tried it by themselves. so don't get demotivated."" - https://leetcode.com/problems/distribute-coins-in-binary-tree/description/comments/2175750","May 18, 2024",6,UberNoober,33,"Aug 18, 2023",The acceptance rate 72%🥲
"make-sum-divisible-by-p
",58,56,yes i did also,"Oct 03, 2024",0,CO2ANNU,13,"Oct 03, 2024",Using sliding window but failed...
"best-poker-hand
",10,9,"Great idea, I started doing this but then decided to check for the flush first and then continue with 1 table after that to avoid having to store all ranks and suits","Aug 06, 2024",0,quinnblackford,0,"Mar 29, 2024",Funny challenge...
"maximum-total-damage-with-spell-casting
",134,133,@Antriksh_Telang got it. Thanks.,"Jun 16, 2024",0,slow_pointer,-1,"Jun 16, 2024","[7,1,6,3] should have a max of 11 as in 7,1,3
In a testcase it's giving max as 10."
"course-schedule
",116,115,"In this problem, the courses are represented as integers from 0 to numCourses-1. So when numCourses is 3, the possible courses are 0, 1, and 2.","Jul 13, 2023",1,bparanj,1,"Jul 20, 2019","3
[[1,0]]how is this possible to return true? Doesn't this mean that we want to take 3 courses, but there are only 2 courses in the list? There are no cycles in the graph, but there are only 2 nodes?"
"non-overlapping-intervals
",42,41,"@bparanj optimal solution for [[1, 5], [2, 3], [3, 4], [4, 5]] is 1 removal, not 0.","Aug 30, 2024",1,shoehorn42,7,"Nov 01, 2016","It's easy to think that:I know how to do it in greedy in O(nlgn) time, but I wonder why this cant work...
This idea failed in the last test case(that with 10k inputs).I can't figure out why... Can someone help me?please...?
Thanks your time for seeing these. Thank you~"
"apply-operations-to-maximize-score
",26,25,@letitbesb how 17 and 13 picks 2? nvm parsed 1 incorrectly,"Aug 17, 2023",0,pandawwq,0,"Aug 13, 2023","Could someone verify if the following picks are correct?[6,1,13,10,1,17,6]
27"
"delete-nodes-from-linked-list-present-in-array
",12,9,"nuh uh, idk shit about linked lists, i hate it","Sep 06, 2024",1,winnerman,36,"Jul 14, 2024",After soo many year a linked list question in a contest is a pure blessing .. Thanks LeetCode...
"water-bottles-ii
",5,1,There is a loop hole in it as well.,"Jul 10, 2024",0,anuraggulati241,60,"Mar 31, 2024","Another nonsense problem description, brought to you by Leetcode's desire to publish as many poor-quality questions as possible."
"minimum-remove-to-make-valid-parentheses
",6,1,@PotatoKing_TheFirst yep I also didn't use,"Apr 06, 2024",0,kartikeyoz,75,"Jun 04, 2023",Finally solved a stack string medium question without help !!
"couples-holding-hands
",15,14,agreed like the solution is kinda easy can be done in o(n) easily.,"Oct 08, 2024",0,Deekshant_Singhal,0,"May 22, 2024",should definetly be marked easy same as cf div 1 questions
"minimum-operations-to-make-binary-array-elements-equal-to-one-i
",35,34,"yes, for example if you have an element x and you XOR it with y:
x ^ y = z (assume)","Jun 23, 2024",1,lakkshyag,1,"Jun 23, 2024",Why do the single for loop solutions work when the solution says the procedure can be repeated any number of times? Is it some property of ^= ?
"lexicographically-smallest-string-after-substring-operation
",61,60,"Since we have to perform the operation once, need to change the last 'a'","Jun 11, 2023",0,ShashankBhat,0,"Jun 11, 2023","The question is not clearly defined. At one point, it says to form lexicographically smaller strings but has ""aaaa.."" as an invalid testcase."
"path-with-minimum-effort
",136,135,"Problem is not in including commented line . Try running your code with that line you will still not be able to pass last test case. This is all because there is problem in your code while calculating and updating dist[nrow][ncol] . Take example, dist[nrow][ncol] is 6, your pcost is 3 , you go inside if with hope that pcost till now with current path is less so can go on this next step nrow,ncol with either this max value in this path or if diff=difference bwtween row,col and nrow,ncol is less than dist[nrow][ncol] even if diff is greater than pcost .
So you have skipped checking this part . Update your code with this and then dry run it for such an example :
int diff=max(abs(heights[nrow][ncol]-heights[row][col]),pcost);
dist[nrow][ncol]=min(dist[nrow][ncol],diff);
pq.push({dist[nrow][ncol],{nrow,ncol}});
Hope this help you!!","May 27, 2023",0,sandhya_yadav,0,"Feb 08, 2023","What is the importance of the line in my below code?
if(row == m-1 && col == n-1) return pcost;Without this line it is not passing the last test case and the last test case so huge that it can't be debugged manually"
"running-sum-of-1d-array
",21,17,It’s for the caller function to determine the size of your returned result.,"Jan 29, 2023",2,ce81245ff9f3,35,"Oct 23, 2022","While coding, this problem in c, i am unable to understand what this return size argument is?
Im new to coding."
"number-of-sub-arrays-with-odd-sum
",12,7,"A subarray is not defined as an array that contains a subset of the elements of the original array. It is a slice of the original array. This means that in a subarray elements must have the same neighbors as in the original array. So [1,2,3] is a subarray of [1,2,3,4,5,6,7], but [1,3,5] is not a subarray of [1,2,3,4,5,6,7].","Dec 07, 2022",1,deleted_user,4,"Dec 13, 2021","How can the sub arrays for [1,2,3,4,5,6,7] only be 16? I'm seeing 64 different subarrays that add to an odd number.[1] = 1
[3] = 3
[5] = 5
[7] = 7
[1, 2] = 3
[1, 4] = 5
[1, 6] = 7
[2, 3] = 5
[2, 5] = 7
[2, 7] = 9
[3, 4] = 7
[3, 6] = 9
[4, 5] = 9
[4, 7] = 11
[5, 6] = 11
[6, 7] = 13
[1, 2, 4] = 7
[1, 2, 6] = 9
[1, 3, 5] = 9
[1, 3, 7] = 11
[1, 4, 6] = 11
[1, 5, 7] = 13
[2, 3, 4] = 9
[2, 3, 6] = 11
[2, 4, 5] = 11
[2, 4, 7] = 13
[2, 5, 6] = 13
[2, 6, 7] = 15
[3, 4, 6] = 13
[3, 5, 7] = 15
[4, 5, 6] = 15
[4, 6, 7] = 17
[1, 2, 3, 5] = 11
[1, 2, 3, 7] = 13
[1, 2, 4, 6] = 13
[1, 2, 5, 7] = 15
[1, 3, 4, 5] = 13
[1, 3, 4, 7] = 15
[1, 3, 5, 6] = 15
[1, 3, 6, 7] = 17
[1, 4, 5, 7] = 17
[1, 5, 6, 7] = 19
[2, 3, 4, 6] = 15
[2, 3, 5, 7] = 17
[2, 4, 5, 6] = 17
[2, 4, 6, 7] = 19
[3, 4, 5, 7] = 19
[3, 5, 6, 7] = 21
[1, 2, 3, 4, 5] = 15
[1, 2, 3, 4, 7] = 17
[1, 2, 3, 5, 6] = 17
[1, 2, 3, 6, 7] = 19
[1, 2, 4, 5, 7] = 19
[1, 2, 5, 6, 7] = 21
[1, 3, 4, 5, 6] = 19
[1, 3, 4, 6, 7] = 21
[1, 4, 5, 6, 7] = 23
[2, 3, 4, 5, 7] = 21
[2, 3, 5, 6, 7] = 23
[3, 4, 5, 6, 7] = 25
[1, 2, 3, 4, 5, 6] = 21
[1, 2, 3, 4, 6, 7] = 23
[1, 2, 4, 5, 6, 7] = 25
[2, 3, 4, 5, 6, 7] = 27"
"delete-columns-to-make-sorted
",55,54,"@kunaljainwin Lets make itmore interesting by adding
Minimum number of columns to be deleted.","Jan 03, 2023",0,kunaljainwin,0,"Jan 14, 2019","The given problem now feels more like a programming exercise than a serious algorithm interview question.As the title, I wonder if this problem is still solvable if the description is changed to delete columns to make the remaining characters in every string sorted?"
"two-sum
",1204,1203,You don't have to search through a hash table for the key. You compute a hash function for the key which gives you the index in the hash table where you need to get your value. O(1).,"Jul 16, 2023",0,psionl0,0,"Nov 06, 2022","Why is hashmap/dictionary so much faster?It's just having the index stored and adressed with a number as a key, as opposed to storing the number in a list and adressing it with its index. Doesn't it still have to search through a ""list"" of keys?The description says there's exactly one solution, but that doesn't mean there aren't repeated elements which are not part of the solution. In that case, i can see why a dictionary could be faster, as the number of keys is less than the size of the list.Is the testing done with a ton of repeated elements, or is it something about dictionaries that makes them fundamentally faster? Am I missing something?"
"remove-outermost-parentheses
",101,100,💡 Discussion Rules,"Jun 19, 2024",0,roger2023,0,"Jan 23, 2023","class Solution {
public String removeOuterParentheses(String s) {if(s==null || s.length()==0){int j=0, cnt=0;"
"ipo
",304,303,"No, you can't.","Jun 15, 2024",0,Aetherus,0,"Jun 15, 2024",Do I assume that the profits and captial are sorted lists?
"magnetic-force-between-two-balls
",64,63,@jyscao excatly that's shameful,"Jun 20, 2024",0,Vedant_Tiwari,18,"Nov 15, 2023","✅Ques. No. 1552
✅Ques. No. 1870
✅Ques. No. 875
✅Ques. No. 1283
✅Ques. No. 1482
✅Ques. No. 2064"
"count-the-number-of-fair-pairs
",64,60,@xorrr experiencing TLE with BS. should check two pointer approach.,"Nov 13, 2024",0,RedGreenPanda,6,"Nov 02, 2023",I determined upper and lower bound using binary search .Then counted the fair pair . Isn't it right way ?
"single-number-iii
",98,96,GOOD EXPLANATION!,"May 31, 2024",0,rds8rds,0,"Jul 04, 2023","step 1: Find xor of all elements let ""xxor""
step 2: Find rightmost set bit of ""xxor"" let (i) bit set
step 3: Divide all elements into 2 set ->
set 1 contain xor of all ele whose ith bit set
set 2 contain xor of all ele whose ith bit is not set
step 4 :canditate1 will be in set1 and candidate2 will be in set2."
"erect-the-fence
",12,7,Haha been there . I have been ignoring these type of problems :),"Nov 19, 2022",3,DumbProgrammer,45,"Nov 19, 2022",This problem is definitely gonna break my streak for this November challenge.
